Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
1,1,29,1,0,6384,2,5,2,1,0,5,1,2,3,5,4,3,6,5,615,1461,0,0.009999177
0,0,81,0,0,8534,1,5,3,6,2,2,6,4,5,3,1,0,0,1,1121,1985,0,8.6420245e-05
0,1,61,0,2,1148,0,1,5,1,2,5,0,2,6,1,3,1,1,2,400,246,1,0.9993049
1,1,18,0,0,3365,2,4,1,0,5,5,1,5,1,1,2,4,5,5,1268,1032,0,0.00030715478
1,1,80,1,2,1647,4,3,3,4,4,6,0,5,3,0,3,0,2,5,465,120,0,0.014176264
1,1,32,0,2,1153,1,0,4,6,4,5,2,6,1,1,3,0,0,6,1846,1943,0,0.00024581226
0,1,80,1,2,9994,1,6,1,5,2,0,5,5,4,4,6,3,1,0,208,1031,0,0.00069122686
0,1,71,1,0,5266,0,0,5,3,2,1,3,4,2,4,2,6,1,1,704,1792,1,0.9864423
0,0,22,0,0,5111,5,2,4,5,0,2,1,0,0,5,5,2,2,5,1519,1064,1,0.9781739
1,1,52,0,1,6405,5,4,2,0,5,3,3,6,6,3,1,4,0,2,627,561,1,0.8486687
1,0,71,0,2,7230,4,4,4,2,6,3,3,2,6,5,5,2,2,4,1528,386,0,0.28857464
0,0,8,1,1,9021,5,6,2,2,4,4,4,6,2,0,3,4,6,6,1305,611,0,0.25409314
0,1,59,0,0,7986,0,2,5,1,6,3,1,0,4,5,2,0,4,5,969,384,1,0.9285141
0,1,27,1,2,5988,2,5,5,0,0,0,1,5,3,6,4,0,3,6,231,540,0,0.0006690555
1,1,46,1,1,617,4,1,2,3,4,3,2,5,0,0,0,3,4,4,524,1503,1,0.64372796
0,0,49,1,2,3006,0,4,1,0,2,3,2,3,2,1,2,2,2,0,151,1588,1,0.99964464
0,0,67,1,2,3186,1,6,4,3,3,5,3,2,6,3,5,2,4,3,1558,1064,1,0.73173213
0,0,91,0,0,5262,6,2,5,4,2,0,5,2,0,1,4,4,2,0,27,252,1,0.9988794
0,1,86,1,2,9261,1,0,2,5,1,2,6,4,3,1,3,1,5,0,548,1547,0,0.000329244
1,1,59,0,1,1970,3,6,3,2,1,5,6,6,0,4,5,6,4,1,1230,796,0,0.0016067497
1,1,95,1,1,3422,2,5,2,5,0,1,3,5,2,3,3,1,2,2,798,1805,0,0.00013268732
0,1,23,0,0,5403,4,4,2,1,4,5,2,4,2,4,5,3,5,0,824,1341,0,0.29891804
1,1,50,1,2,5159,6,5,6,2,2,0,3,0,1,5,5,3,1,3,1230,1479,1,0.9997985
0,1,85,1,2,7793,6,1,2,2,3,6,3,0,4,4,3,0,3,3,215,1347,0,0.30910647
1,1,51,0,1,6618,1,5,3,1,2,4,4,0,3,4,2,1,2,6,840,1911,0,0.0048175054
0,1,91,1,0,3113,2,2,2,0,6,4,1,5,1,1,6,2,2,0,806,1219,0,0.17470619
1,0,80,1,0,965,4,0,2,5,5,3,1,0,4,0,6,3,4,6,1223,1624,0,0.37364334
1,1,80,0,0,4404,3,2,6,4,3,5,2,2,0,3,4,4,1,1,555,1566,0,0.0013753355
1,0,54,0,0,3338,6,3,4,1,5,1,2,5,0,6,2,3,4,4,500,1436,1,0.98254275
1,1,3,1,1,8467,6,5,5,2,0,5,5,0,0,4,1,2,3,4,1800,336,1,0.99821293
1,0,20,0,0,8962,4,6,5,6,5,0,1,4,3,1,1,5,5,3,236,1023,0,0.014607699
0,1,78,0,1,7399,3,1,3,1,6,1,6,5,5,3,0,6,4,5,1285,469,0,0.014324563
0,0,53,1,1,513,1,6,3,5,2,5,3,0,3,5,0,4,6,0,1986,1990,1,0.85269666
0,1,57,0,2,8955,2,2,6,3,3,1,1,0,0,5,4,2,4,5,1350,1096,0,0.0044112983
1,0,17,0,2,7150,4,1,4,0,5,2,3,5,4,4,5,6,0,1,1605,1336,0,0.0263128
1,0,47,1,1,5212,4,0,0,2,6,6,6,3,4,4,4,4,3,1,1115,947,1,0.96429414
1,0,97,0,0,3078,4,5,6,4,3,2,2,1,3,0,0,4,2,0,1747,520,0,0.026022457
1,0,78,1,1,5739,0,0,5,6,3,4,6,6,4,5,0,6,3,6,1513,1725,1,0.9973195
0,1,97,1,1,776,3,4,5,3,5,0,3,4,5,1,3,6,6,5,404,1962,0,0.06553815
0,0,26,1,2,9838,3,1,0,6,0,3,0,2,3,2,0,0,0,0,219,1682,0,0.0010066316
1,1,65,0,2,2922,1,3,0,3,0,5,1,3,0,2,2,1,3,5,506,1395,0,2.0037816e-05
0,1,100,1,0,6361,0,5,4,3,4,3,2,1,1,6,2,2,4,6,257,337,1,0.99739647
1,0,5,1,1,5507,3,5,2,2,2,3,6,6,0,5,2,0,0,3,254,1933,1,0.9779921
0,1,80,1,2,499,4,4,4,4,1,4,5,4,3,4,6,4,5,4,345,1860,0,0.03737022
1,0,0,0,0,3146,3,0,5,4,3,3,4,1,0,1,3,6,4,5,897,273,0,0.0021669958
0,1,10,0,1,3831,4,5,4,2,5,3,4,3,4,1,2,1,4,3,1855,1444,0,0.028998192
1,1,75,1,1,3098,3,3,6,2,0,3,4,4,3,1,1,0,2,6,1951,499,0,0.0026581935
1,0,17,0,1,1338,0,4,1,4,2,0,6,4,1,1,4,1,6,4,70,1367,1,0.99059945
1,1,18,1,1,9731,6,5,0,2,1,6,3,0,2,0,6,0,0,3,722,744,1,0.9980013
0,0,19,0,2,6635,5,1,2,6,5,0,4,2,6,4,5,3,0,6,247,1322,1,0.63743377
1,1,33,1,1,7131,1,3,3,6,0,5,3,6,3,3,4,4,0,3,1384,1180,0,0.0011264248
0,1,38,0,1,4004,0,2,3,0,3,2,0,1,4,1,3,1,0,6,60,771,1,0.98354256
1,1,98,1,1,1529,6,2,3,4,3,1,6,2,5,1,0,3,1,5,1821,1322,0,0.356819
0,1,36,1,0,7624,1,1,3,5,2,0,2,3,1,1,1,6,6,5,46,709,0,0.00022860496
0,1,28,0,1,526,0,0,2,6,0,6,6,6,6,1,4,5,3,0,1987,1922,1,0.8885844
1,0,9,1,0,9276,2,2,4,5,0,1,5,6,4,5,5,4,2,5,1891,1397,0,0.20709074
1,0,95,0,2,6038,1,0,2,0,4,6,3,0,1,0,1,4,5,1,877,392,0,0.00053257565
0,0,74,0,1,413,4,4,0,5,5,1,5,6,1,2,2,1,2,2,1132,819,0,0.35048133
0,0,61,1,0,8382,2,5,3,3,2,5,5,0,4,2,5,4,2,0,1674,420,1,0.9976553
0,1,9,1,2,1567,3,0,4,2,6,2,5,6,5,2,1,3,0,5,293,1835,0,0.031994008
1,1,35,1,2,5589,2,1,5,6,3,2,5,6,1,6,4,3,2,5,1204,83,0,0.00048147532
0,1,49,1,0,2051,5,5,5,4,0,6,5,0,5,2,6,0,1,5,77,1418,1,0.99891233
0,1,26,1,1,6271,5,6,0,1,6,6,6,6,3,0,1,2,2,0,1263,958,1,0.99733716
0,0,52,1,1,884,1,6,3,2,4,0,0,4,5,3,5,5,6,0,1026,711,1,0.9886468
1,0,16,0,1,9747,0,0,2,3,3,5,0,4,4,0,5,1,6,2,1961,1925,1,0.9979227
0,0,51,0,0,4390,6,5,5,0,5,1,2,6,3,2,1,5,2,1,399,1076,1,0.95742756
1,1,63,0,0,9433,4,4,4,5,5,2,5,0,0,3,1,2,5,2,367,1177,0,0.29614946
1,0,57,0,0,4959,3,2,2,0,2,0,6,3,0,3,5,1,4,0,1904,1011,0,0.0012569447
1,0,39,0,2,149,2,4,3,4,5,4,3,2,4,2,4,0,4,6,1908,1764,0,0.0037821361
1,1,65,1,0,6761,2,6,4,6,2,5,5,2,5,3,6,0,4,0,1982,649,0,0.049589854
0,1,71,0,0,892,5,1,2,5,3,3,1,5,3,6,6,3,6,1,10,846,1,0.9918846
0,1,23,0,1,4769,6,1,6,4,4,3,5,0,5,4,0,5,2,3,206,1053,1,0.9993605
0,1,100,0,1,9677,2,4,5,0,4,2,5,1,6,2,1,6,0,6,276,941,0,0.0024159108
1,1,65,0,2,8537,2,6,1,6,4,3,5,2,6,5,2,0,0,1,792,1208,0,0.0018980019
0,0,65,0,0,4273,2,1,2,2,1,2,2,5,5,5,2,6,6,2,1126,1572,0,0.019669544
1,1,9,0,1,6946,3,3,2,1,2,6,1,4,0,5,5,3,4,1,1248,1139,0,0.0032481581
0,0,36,1,2,5241,2,2,3,0,0,3,6,1,6,1,5,1,1,6,737,569,1,0.70339483
1,0,12,0,2,986,3,3,2,2,5,4,1,4,1,0,5,4,0,1,790,516,0,0.006018682
1,0,16,0,2,6213,1,6,0,3,4,2,3,5,3,0,0,2,2,5,1320,1424,0,6.4779024e-06
1,0,1,0,2,1057,3,4,3,6,3,3,5,0,5,1,3,4,2,3,174,1160,0,0.000103202845
1,0,69,1,1,896,1,3,0,4,3,3,1,2,1,5,5,2,2,0,1198,1196,0,0.017557709
1,0,82,0,2,8934,0,1,3,1,2,5,6,6,4,1,6,3,6,3,1165,1918,1,0.9915097
0,1,47,1,2,1258,6,1,0,1,1,2,5,3,6,4,4,1,0,0,939,982,1,0.9678055
0,1,53,1,2,4433,3,0,3,4,6,1,4,4,0,0,4,0,4,2,1836,549,0,0.0088591045
0,1,44,0,0,1390,3,6,1,5,4,5,3,2,5,0,2,6,0,0,721,1284,0,0.0026744416
0,0,73,1,0,8463,4,3,5,0,4,1,2,0,6,2,0,4,3,1,1093,353,0,0.023992829
1,0,13,1,1,3697,3,5,4,0,4,3,5,6,1,6,4,5,3,1,1420,1743,1,0.9767148
0,0,31,1,1,281,4,5,1,3,2,4,0,6,1,4,6,2,2,1,450,1832,1,0.9267409
1,0,49,0,2,19,0,2,6,5,6,1,2,6,4,5,6,2,1,1,1220,1995,1,0.99943084
0,0,91,0,2,1156,3,4,1,3,1,1,5,6,3,6,1,1,4,6,1578,1163,0,0.000857749
1,1,95,1,0,8065,6,6,4,1,5,1,4,1,3,2,0,2,4,6,69,637,1,0.8649383
1,0,15,1,1,5162,2,3,5,6,4,0,2,3,3,0,4,4,2,0,155,70,0,0.0020234336
1,0,67,1,0,4000,5,5,5,3,4,5,6,3,6,0,5,5,6,3,952,621,1,0.9996486
0,0,79,1,2,6092,5,5,5,3,5,3,2,0,3,6,5,3,1,4,1273,1942,1,0.99950135
0,0,54,1,2,1404,2,3,2,2,4,6,0,4,6,5,2,5,1,1,540,297,1,0.98560125
0,1,26,0,1,1474,6,5,5,3,4,5,2,1,1,6,3,0,3,6,91,965,1,0.99913496
0,0,76,0,2,9435,5,6,0,0,0,2,4,3,4,6,2,2,4,4,904,1362,1,0.995602
0,1,45,1,0,5573,6,1,4,5,1,4,3,5,2,1,5,6,5,4,1592,992,1,0.90184224
1,1,25,0,0,4499,6,4,6,4,0,3,5,5,3,0,5,2,6,3,1711,260,1,0.95917904
1,1,23,1,1,5935,2,6,6,2,4,0,3,3,4,4,1,6,2,0,935,702,0,0.008840801
0,1,56,0,1,7825,4,6,1,3,2,5,0,3,4,4,0,5,3,0,510,1921,0,0.32637972
1,1,93,1,2,9021,0,2,6,3,1,4,6,6,3,4,3,1,5,5,962,1383,1,0.9298873
1,1,70,0,0,978,3,4,6,1,2,2,0,4,6,5,2,4,2,1,1068,1944,0,0.014405715
1,1,53,1,0,7140,5,2,2,5,6,3,2,1,1,2,6,2,2,3,853,1576,1,0.9952318
1,0,96,1,0,8405,4,3,1,4,0,4,4,5,3,1,4,6,2,0,1439,615,1,0.514498
0,0,40,0,1,5289,6,3,3,5,4,2,4,6,0,0,3,4,2,5,1644,769,1,0.9073675
1,0,8,1,2,249,4,2,1,1,1,5,4,2,6,0,4,5,1,6,794,1477,1,0.89382327
0,0,8,1,2,5359,0,4,1,2,0,5,4,4,2,0,5,1,1,6,261,1565,1,0.999694
0,1,31,0,0,6120,3,6,2,0,4,6,6,6,4,4,1,1,1,0,139,1683,0,0.00027270007
1,0,87,0,0,9470,3,4,5,5,1,2,2,5,1,3,5,1,0,6,1261,890,0,0.0012278045
1,1,0,0,0,7718,0,2,1,1,3,3,3,5,5,6,0,1,1,3,1644,1355,1,0.9998361
0,1,89,0,2,7972,4,3,4,0,0,0,3,4,0,5,0,3,6,3,1674,493,1,0.84997773
0,0,68,1,2,7656,0,4,3,6,0,6,6,1,2,5,4,1,6,5,1651,973,1,0.9994437
0,0,14,0,1,6376,0,5,2,4,0,4,0,1,6,2,6,2,4,3,1992,683,1,0.90412515
0,1,21,0,2,3611,1,4,3,1,6,5,2,5,4,2,5,6,6,6,1399,1866,0,0.006166157
0,0,23,0,0,7282,3,1,3,1,6,0,6,2,6,6,2,2,2,2,1198,835,0,0.002011101
0,0,81,1,0,7197,4,5,2,6,6,2,3,5,5,2,2,2,1,1,458,1425,0,0.054549113
0,1,11,0,0,48,6,2,3,4,2,5,4,0,6,2,4,0,2,6,497,77,1,0.9865378
1,0,71,0,1,4628,5,5,1,6,5,6,1,5,2,1,0,1,2,6,49,1550,1,0.998159
1,0,12,0,0,8325,1,4,4,0,1,0,0,6,5,2,6,3,0,5,983,1095,0,0.004811972
1,1,81,1,2,2125,5,5,4,1,1,1,1,3,6,4,3,2,0,5,1360,726,1,0.52229756
0,1,92,1,1,8707,3,1,3,1,1,5,6,3,2,5,0,4,6,2,1822,1380,0,0.0070157205
0,1,79,0,1,7384,5,2,5,4,6,0,1,4,4,3,6,0,6,4,1823,518,1,0.99531233
0,0,8,0,1,5589,5,5,6,6,4,4,6,2,2,0,0,6,1,5,219,391,1,0.9980806
1,0,49,1,0,9624,4,0,3,2,4,0,0,5,2,1,1,6,6,3,717,1945,1,0.93775296
0,0,29,1,0,5661,3,0,1,6,5,0,6,5,0,3,0,2,4,4,348,402,0,0.24463813
0,1,83,1,0,1909,6,0,4,3,5,1,3,0,6,2,4,2,0,4,1215,578,1,0.5547687
0,1,40,1,1,9085,5,6,6,3,4,6,6,6,4,0,5,0,6,6,47,1159,1,0.9999311
0,0,21,1,1,4266,5,2,6,1,6,3,5,1,3,0,0,6,0,6,1467,1795,1,0.96000105
0,1,62,1,0,7953,4,3,5,2,4,2,5,5,1,6,6,4,6,4,441,1715,1,0.9569125
1,1,22,0,1,9229,3,6,6,5,1,0,1,6,3,3,0,3,5,3,1018,1568,0,0.0008919804
0,0,38,0,0,8556,6,4,1,1,1,5,5,6,6,4,0,6,1,2,1764,1080,1,0.9939917
0,1,21,1,1,9655,4,0,3,5,3,3,0,5,2,0,3,0,4,3,1502,1569,0,0.16058397
0,1,36,0,1,7903,6,2,3,0,5,2,0,4,3,4,4,0,6,2,227,720,0,0.47956875
1,1,66,1,0,7336,0,0,4,6,5,5,5,6,2,4,6,1,3,0,921,816,1,0.9812284
0,1,53,1,2,4641,2,2,3,1,4,2,6,4,3,3,1,4,5,6,1691,1938,0,0.451472
0,1,29,0,0,8885,1,4,3,2,3,1,4,4,1,5,1,2,1,1,727,1026,0,0.00060860644
0,0,96,0,1,720,2,2,4,4,0,2,5,6,3,3,5,6,2,1,369,1027,0,0.0034130497
1,0,69,1,0,3256,6,5,4,6,3,4,5,4,1,1,4,4,6,4,525,175,1,0.99915063
1,0,89,1,1,3281,6,1,4,6,5,2,1,2,3,5,2,1,2,2,1630,927,1,0.97384644
1,0,51,1,0,5193,6,0,0,6,0,0,2,3,5,6,5,1,1,1,140,1595,1,0.9487668
0,1,81,1,0,3120,1,2,0,4,6,4,4,2,1,0,3,0,4,1,1615,1645,0,3.220468e-05
0,1,51,1,2,9834,4,2,6,5,6,0,1,6,4,5,2,6,2,5,1326,664,1,0.86738324
0,0,65,0,2,1421,2,1,6,2,5,6,1,2,4,6,5,6,0,5,656,681,0,0.0014496676
0,1,63,0,1,3896,0,1,3,5,3,2,6,0,6,3,6,5,4,4,1506,1923,1,0.65722793
0,1,29,0,0,5685,0,5,3,1,6,2,0,2,4,2,5,6,1,2,861,1820,1,0.99844736
0,1,69,1,0,4962,1,0,5,2,1,1,2,2,6,6,3,2,2,2,463,503,0,0.0002762548
1,1,31,1,1,2301,6,2,4,1,2,5,6,5,4,1,1,6,2,0,447,227,1,0.9604316
0,0,96,1,2,5800,1,1,6,4,6,3,1,4,5,5,2,3,0,6,559,964,0,0.16423744
1,0,16,0,1,2284,1,0,2,4,6,3,2,5,2,3,2,4,5,0,1706,29,0,0.00016132476
0,0,95,0,0,2165,5,6,1,6,6,5,5,4,2,5,2,4,1,3,1583,971,1,0.98421097
1,0,59,1,2,5782,2,5,3,2,1,3,2,1,4,0,1,6,3,0,759,1142,0,0.39549166
0,1,69,1,0,1757,1,4,4,1,6,2,3,2,1,3,4,4,5,0,93,1235,0,0.024885766
0,0,50,0,1,2781,4,1,6,3,6,5,6,3,4,2,6,2,3,5,591,1687,0,0.1552546
0,0,99,1,2,4096,1,0,3,6,2,6,6,5,6,3,6,5,4,0,1467,1152,0,0.265576
0,1,99,0,1,6210,0,6,1,1,1,5,6,5,0,4,2,6,3,5,573,854,1,0.979761
0,1,11,1,0,9976,2,4,1,2,3,6,1,1,5,1,5,4,4,6,1074,772,0,0.0209547
0,0,85,1,1,5349,3,3,2,5,5,2,4,6,6,1,5,4,4,2,1937,985,1,0.7561696
1,1,97,0,1,1937,0,0,4,5,6,0,5,0,2,4,6,1,0,4,41,1965,0,0.13717858
1,1,51,1,0,6709,5,0,4,2,3,0,5,0,1,5,5,1,5,2,267,442,1,0.99660707
0,0,10,0,0,3862,0,1,5,4,2,5,4,1,5,1,1,0,2,4,78,550,1,0.9494644
0,1,97,1,2,1231,1,3,3,4,5,2,5,2,3,6,3,0,4,2,1962,1447,0,0.00013322856
1,1,88,1,2,7595,1,4,5,2,5,5,5,5,3,5,5,5,1,5,222,1061,0,0.06457371
1,1,32,1,2,2815,2,5,2,0,1,1,1,3,2,0,0,2,1,6,1281,48,0,0.00018896279
1,1,45,1,1,5378,2,3,3,5,5,5,3,6,1,4,3,4,5,2,313,1203,0,0.045735884
1,0,32,1,2,4997,1,2,1,5,2,6,1,5,2,5,1,1,3,6,1658,648,1,0.94167864
1,0,69,1,1,8059,2,1,5,3,0,3,6,6,2,4,2,3,6,3,1125,1594,1,0.76176894
0,1,13,0,1,7033,6,0,1,0,0,0,2,3,3,3,5,5,4,1,1388,475,1,0.93883973
1,0,29,1,0,542,1,5,0,3,0,6,2,6,2,2,6,1,4,2,730,604,0,0.13938484
0,1,85,1,2,5960,6,3,2,3,1,1,3,3,2,6,3,4,4,4,1231,1216,1,0.9567942
1,1,84,0,1,6481,0,5,4,0,4,5,1,1,5,6,3,4,6,4,571,744,1,0.991679
1,1,39,1,1,2719,3,4,5,1,4,0,6,3,5,0,1,5,0,2,45,1839,0,0.08321246
1,1,66,0,2,3582,2,1,0,6,2,3,1,0,4,5,0,1,5,1,1069,840,0,0.00030697885
0,1,87,0,1,8793,3,4,3,0,2,1,1,3,0,6,6,5,2,5,1716,687,0,0.05937247
0,0,85,1,0,8242,1,1,4,4,1,3,6,0,2,0,5,5,1,1,500,820,0,0.3670312
1,0,90,1,1,9772,4,0,0,6,4,5,2,3,0,5,6,5,6,1,280,289,1,0.9609927
0,0,95,1,0,7131,6,3,1,1,3,0,1,5,0,1,5,0,4,2,643,1918,1,0.82621
0,1,69,1,1,14,5,3,1,0,6,3,3,5,3,0,1,3,5,5,1538,1469,1,0.96143824
0,0,20,0,0,3097,6,5,6,0,5,1,3,5,2,6,6,6,4,0,1415,1273,1,0.98772323
1,0,18,0,0,3817,2,0,2,6,4,5,4,4,5,0,2,6,4,0,1900,521,0,7.2481314e-05
1,0,13,0,0,1539,3,6,5,5,5,5,4,2,2,0,6,4,4,6,260,1422,0,0.0029865764
0,1,24,1,0,5958,5,5,3,1,3,3,4,2,4,3,5,1,2,3,1742,100,1,0.9901945
0,0,47,1,1,5183,5,4,2,6,1,5,2,6,1,4,2,2,6,3,1120,1846,1,0.9996025
1,0,51,1,1,3549,1,6,6,3,6,5,0,3,0,2,6,1,6,5,1914,859,1,0.9999213
0,0,49,1,1,5124,0,2,4,1,4,2,4,4,1,5,3,4,5,3,1504,1176,1,0.99999726
0,0,95,0,2,9964,3,1,5,0,5,5,5,4,3,5,3,0,5,4,157,57,0,0.0017065557
0,0,72,1,2,6761,4,4,4,5,3,5,0,2,0,0,5,0,2,5,554,180,1,0.99991846
1,0,43,0,1,2236,5,5,6,3,1,1,2,6,0,2,0,0,1,0,1730,1204,1,0.9181043
0,1,21,0,0,8098,6,5,6,0,4,2,6,1,4,5,4,5,1,3,1386,1056,1,0.99921536
1,1,87,0,1,9081,6,3,0,0,6,0,3,1,5,5,4,1,5,2,1570,235,1,0.99960166
1,0,93,1,1,677,2,4,1,3,1,6,1,0,4,2,1,3,3,3,984,623,1,0.6453103
0,0,26,0,2,7582,4,4,3,6,2,3,4,2,1,0,0,4,5,1,1149,449,1,0.7187197
0,1,10,1,1,707,4,4,5,2,4,1,6,0,5,4,2,0,1,1,1004,1790,0,0.28249365
1,1,24,1,0,1430,5,0,2,3,3,2,0,0,5,1,5,2,5,0,158,343,1,0.7953831
0,1,40,0,2,8636,3,2,0,0,6,6,1,1,3,6,3,3,2,1,608,47,0,0.000981595
0,1,50,1,0,8600,1,5,5,4,3,2,6,5,3,5,0,4,5,2,897,1577,0,0.043120753
1,1,58,0,2,2150,1,3,5,6,3,5,5,5,1,5,0,4,1,1,690,449,0,0.00044808895
0,0,38,0,1,6030,6,3,6,3,1,6,2,2,1,3,6,1,6,0,662,473,1,0.99987996
0,1,2,1,0,2756,2,1,5,2,5,6,3,5,5,4,1,3,6,2,368,1114,0,0.16403814
0,0,32,1,2,5066,5,5,4,0,3,1,6,0,3,0,6,3,6,2,228,147,1,0.9344204
0,1,24,1,0,9530,6,1,0,1,5,5,2,1,0,0,1,6,1,6,123,731,1,0.966304
